OGF_ID,MUNICIPAL_TYPE,MUNICIPAL_TYPE_FR,MUNICIPAL_NAME,MUNICIPAL_NAME_FR,MUNID,MAH_CODE,MUNICIPAL_AREA_EXTENT_TYPE,MUNICIPAL_AREA_EXTENT_TYPE_FR,ASSESSMENT_CODE,MUNICIPAL_NAME_PREFIX,MUNICIPAL_NAME_PREFIX_FR,MUNICIPAL_NAME_SHORTFORM,MUNICIPAL_NAME_SHORTFORM_FR,UPPER_TIER_ASSESSMENT_CODE,UPPER_TIER_MUNICIPALITY,UPPER_TIER_MUNICIPALITY_FR,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
319586119,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF HAWKESBURY,VILLE DE HAWKESBURY,2008,67401,Water,Eau,208,TOWN OF,VILLE DE,HAWKESBURY,HAWKESBURY,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2673,0,0
319586131,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF ARNPRIOR,VILLE D'ARNPRIOR,47002,69401,Mainland,Terre ferme,4702,TOWN OF,VILLE DE,ARNPRIOR,ARNPRIOR,,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2689,0,0
319586031,Single Tier Municipality,Municipalités à palier unique,NORFOLK COUNTY,NORFOLK COUNTY,28030,12103,Water,Eau,3310,,,NORFOLK COUNTY,NORFOLK COUNTY,,,,2024/02/15 10:45:48+00,2024/02/15 19:24:59+00,2705,0,0
319585816,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF TRENT LAKES,MUNICIPALITÉ DE TRENT LAKES,15041,66619,Mainland,Terre ferme,1542,MUNICIPALITY OF,MUNICIPALITÉ DE,TRENT LAKES,TRENT LAKES,,COUNTY OF PETERBOROUGH,COMTÉ DE PETERBOROUGH,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2721,0,0
319585660,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF WEST ELGIN,MUNICIPALITÉ DE WEST ELGIN,34035,44613,Mainland,Terre ferme,3434,MUNICIPALITY OF,MUNICIPALITÉ DE,WEST ELGIN,WEST ELGIN,,COUNTY OF ELGIN,COMTÉ D'ELGIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2737,0,0
319586005,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF MOONBEAM,CANTON DE MOONBEAM,56056,81603,Mainland,Terre ferme,5656,TOWNSHIP OF,CANTON DE,MOONBEAM,MOONBEAM,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2753,0,0
319586067,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF NORTH KAWARTHA,CANTON DE NORTH KAWARTHA,15035,66616,Mainland,Terre ferme,1536,TOWNSHIP OF,CANTON DE,NORTH KAWARTHA,NORTH KAWARTHA,,COUNTY OF PETERBOROUGH,COMTÉ DE PETERBOROUGH,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2769,0,0
319586122,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF OLIVER PAIPOONGE,MUNICIPALITÉ D'OLIVER PAIPOONGE,58007,89618,Mainland,Terre ferme,5808,MUNICIPALITY OF,MUNICIPALITÉ DE,OLIVER PAIPOONGE,OLIVER PAIPOONGE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2785,0,0
319586024,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF NIAGARA FALLS,CITÉ DE NIAGARA FALLS,26043,18101,Water,Eau,2725,CITY OF,CITÉ DE,NIAGARA FALLS,NIAGARA FALLS,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2801,0,0
319586232,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF LAURENTIAN HILLS,VILLE DE LAURENTIAN HILLS,47091,69406,Mainland,Terre ferme,4792,TOWN OF,VILLE DE,LAURENTIAN HILLS,LAURENTIAN HILLS,,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2817,0,0
319586258,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF DORION,CANTON DE DORION,58034,89602,Mainland,Terre ferme,5834,TOWNSHIP OF,CANTON DE,DORION,DORION,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2833,0,0
319585758,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF EAST HAWKESBURY,CANTON D'EAST HAWKESBURY,2001,67606,Water,Eau,201,TOWNSHIP OF,CANTON DE,EAST HAWKESBURY,EAST HAWKESBURY,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2849,0,0
319585914,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF ST. CLAIR,CANTON DE ST. CLAIR,38002,54614,Mainland,Terre ferme,3805,TOWNSHIP OF,CANTON DE,ST. CLAIR,ST. CLAIR,,COUNTY OF LAMBTON,COMTÉ DE LAMBTON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2865,0,0
319586074,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF RED ROCK,CANTON DE RED ROCK,58041,89617,Mainland,Terre ferme,5841,TOWNSHIP OF,CANTON DE,RED ROCK,RED ROCK,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2881,0,0
319585796,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF PICKERING,CITÉ DE PICKERING,18001,10102,Mainland,Terre ferme,1801,CITY OF,CITÉ DE,PICKERING,PICKERING,,REGIONAL MUNICIPALITY OF DURHAM,REGIONAL MUNICIPALITÉ DE DURHAM,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2897,0,0
319585907,Single Tier Municipality,Municipalités à palier unique,TOWN OF SPANISH,VILLE DE SPANISH,57039,80618,Water,Eau,5739,TOWN OF,VILLE DE,SPANISH,SPANISH,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2913,0,0
319586123,Lower Tier Municipality,Municipalités de palier inférieur,"TOWNSHIP OF HEAD, CLARA AND MARIA","CANTON DE HEAD, CLARA AND MARIA",47098,69612,Mainland,Terre ferme,4798,TOWNSHIP OF,CANTON DE,"HEAD, CLARA AND MARIA","HEAD, CLARA AND MARIA",,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2929,0,0
319586150,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF BURPEE AND MILLS,CANTON DE BURPEE AND MILLS,51028,83604,Mainland,Terre ferme,5128,TOWNSHIP OF,CANTON DE,BURPEE AND MILLS,BURPEE AND MILLS,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2945,0,0
319586175,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF LASALLE,VILLE DE LASALLE,37034,45408,Mainland,Terre ferme,3734,TOWN OF,VILLE DE,LASALLE,LASALLE,,COUNTY OF ESSEX,COMTÉ D'ESSEX,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2961,0,0
319585618,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF TAY VALLEY,CANTON DE TAY VALLEY,9010,55617,Mainland,Terre ferme,911,TOWNSHIP OF,CANTON DE,TAY VALLEY,TAY VALLEY,,COUNTY OF LANARK,COMTÉ DE LANARK,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2977,0,0
319585741,Lower Tier Municipality,Municipalités de palier inférieur,VILLAGE OF OIL SPRINGS,VILLAGE D'OIL SPRINGS,38018,54505,Mainland,Terre ferme,3818,VILLAGE OF,VILLAGE DE,OIL SPRINGS,OIL SPRINGS,,COUNTY OF LAMBTON,COMTÉ DE LAMBTON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,2993,0,0
319586293,Single Tier Municipality,Municipalités à palier unique,TOWN OF MOOSONEE,VILLE DE MOOSONEE,56065,81408,Mainland,Terre ferme,5665,TOWN OF,VILLE DE,MOOSONEE,MOOSONEE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3009,0,0
319585918,Single Tier Municipality,Municipalités à palier unique,CITY OF THUNDER BAY,CITÉ DE THUNDER BAY,58004,89101,Islands,Îles,5804,CITY OF,CITÉ DE,THUNDER BAY,THUNDER BAY,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3025,0,0
319586072,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF RYERSON,CANTON DE RYERSON,49024,86617,Mainland,Terre ferme,4924,TOWNSHIP OF,CANTON DE,RYERSON,RYERSON,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3041,0,0
319586117,Single Tier Municipality,Municipalités à palier unique,TOWN OF PRESCOTT,VILLE DE PRESCOTT,7008,56302,Mainland,Terre ferme,708,TOWN OF,VILLE DE,PRESCOTT,PRESCOTT,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3057,0,0
319586271,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF PORT HOPE,MUNICIPALITÉ DE PORT HOPE,14022,61409,Water,Eau,1423,MUNICIPALITY OF,MUNICIPALITÉ DE,PORT HOPE,PORT HOPE,,COUNTY OF NORTHUMBERLAND,COMTÉ DE NORTHUMBERLAND,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3073,0,0
319586006,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF WEST ELGIN,MUNICIPALITÉ DE WEST ELGIN,34035,44613,Water,Eau,3434,MUNICIPALITY OF,MUNICIPALITÉ DE,WEST ELGIN,WEST ELGIN,,COUNTY OF ELGIN,COMTÉ D'ELGIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3089,0,0
319586194,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF TECUMSEH,VILLE DE TECUMSEH,37043,45414,Water,Eau,3744,TOWN OF,VILLE DE,TECUMSEH,TECUMSEH,,COUNTY OF ESSEX,COMTÉ D'ESSEX,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3105,0,0
319586135,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF CLARENCE-ROCKLAND,CITÉ DE CLARENCE-ROCKLAND,2036,67101,Islands,Îles,316,CITY OF,CITÉ DE,CLARENCE-ROCKLAND,CLARENCE-ROCKLAND,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3121,0,0
319586162,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF BONFIELD,CANTON DE BONFIELD,48026,85602,Mainland,Terre ferme,4826,TOWNSHIP OF,CANTON DE,BONFIELD,BONFIELD,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3137,0,0
319585913,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF SIOUX NARROWS-NESTOR FALLS,CANTON DE SIOUX NARROWS-NESTOR FALLS,60008,82609,Mainland,Terre ferme,6008,TOWNSHIP OF,CANTON DE,SIOUX NARROWS-NESTOR FALLS,SIOUX NARROWS-NESTOR FALLS,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3153,0,0
319585812,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF WELLESLEY,CANTON DE WELLESLEY,30024,25602,Mainland,Terre ferme,3024,TOWNSHIP OF,CANTON DE,WELLESLEY,WELLESLEY,,REGIONAL MUNICIPALITY OF WATERLOO,MUNICIPALITÉ RÉGIONALE DE WATERLOO,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3169,0,0
319585992,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF CAVAN MONAGHAN,CANTON DE CAVAN MONAGHAN,15012,66617,Mainland,Terre ferme,1509,TOWNSHIP OF,CANTON DE,CAVAN MONAGHAN,CAVAN MONAGHAN,,COUNTY OF PETERBOROUGH,COMTÉ DE PETERBOROUGH,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3185,0,0
319585732,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF NAIRN AND HYMAN,CANTON DE NAIRN AND HYMAN,52031,88613,Mainland,Terre ferme,5231,TOWNSHIP OF,CANTON DE,NAIRN AND HYMAN,NAIRN AND HYMAN,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3201,0,0
319586183,Single Tier Municipality,Municipalités à palier unique,TOWN OF MARATHON,VILLE DE MARATHON,58059,89403,Water,Eau,5859,TOWN OF,VILLE DE,MARATHON,MARATHON,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3217,0,0
319586168,Single Tier Municipality,Municipalités à palier unique,CITY OF OTTAWA,VILLE D'OTTAWA,6005,20107,Mainland,Terre ferme,614,CITY OF,CITÉ DE,OTTAWA,OTTAWA,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3233,0,0
319586054,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF TILLSONBURG,VILLE DE TILLSONBURG,32004,37402,Mainland,Terre ferme,3204,TOWN OF,VILLE DE,TILLSONBURG,TILLSONBURG,,COUNTY OF OXFORD,COMTÉ D'OXFORD,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3249,0,0
319585733,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF O'CONNOR,CANTON D'O’CONNOR,58016,89608,Mainland,Terre ferme,5816,TOWNSHIP OF,CANTON DE,O'CONNOR,O'CONNOR,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3265,0,0
319586216,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF GRAND VALLEY,VILLE DE GRAND VALLEY,22005,43607,Mainland,Terre ferme,2204,TOWN OF,VILLE DE,GRAND VALLEY,GRAND VALLEY,,COUNTY OF DUFFERIN,COMTÉ DE DUFFERIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3281,0,0
319585706,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF SOUTHWOLD,CANTON DE SOUTHWOLD,34024,44606,Mainland,Terre ferme,3424,TOWNSHIP OF,CANTON DE,SOUTHWOLD,SOUTHWOLD,,COUNTY OF ELGIN,COMTÉ D'ELGIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3297,0,0
319586282,Single Tier Municipality,Municipalités à palier unique,CITY OF QUINTE WEST,CITÉ DE QUINTE WEST,12010,51104,Mainland,Terre ferme,1204,CITY OF,CITÉ DE,QUINTE WEST,QUINTE WEST,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3313,0,0
319586044,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF CENTRE HASTINGS,MUNICIPALITÉ DE CENTRE HASTINGS,12023,51620,Mainland,Terre ferme,1230,MUNICIPALITY OF,MUNICIPALITÉ DE,CENTRE HASTINGS,CENTRE HASTINGS,,COUNTY OF HASTINGS,COMTÉ DE HASTINGS,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3329,0,0
319585751,Single Tier Municipality,Municipalités à palier unique,TOWN OF BLIND RIVER,VILLE DE BLIND RIVER,57038,80401,Islands,Îles,5738,TOWN OF,VILLE DE,BLIND RIVER,BLIND RIVER,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3345,0,0
319585757,Lower Tier Municipality,Municipalités de palier inférieur,"TOWNSHIP OF BRUDENELL, LYNDOCH AND RAGLAN","CANTON DE BRUDENELL, LYNDOCH AND RAGLAN",47018,69629,Mainland,Terre ferme,4719,TOWNSHIP OF,CANTON DE,"BRUDENELL, LYNDOCH AND RAGLAN","BRUDENELL, LYNDOCH AND RAGLAN",,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3361,0,0
319585925,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF FRONT OF YONGE,CANTON DE FRONT OF YONGE,7017,56615,Water,Eau,806,TOWNSHIP OF,CANTON DE,FRONT OF YONGE,FRONT OF YONGE,,UNITED COUNTIES OF LEEDS AND GRENVILLE,COMTÉS UNIS DE LEEDS AND GRENVILLE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3377,0,0
319586283,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF FRENCH RIVER,MUNICIPALITÉ DE FRENCH RIVER,52001,88410,Mainland,Terre ferme,5201,MUNICIPALITY OF,MUNICIPALITÉ DE,FRENCH RIVER,FRENCH RIVER,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3393,0,0
319585730,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF CHATSWORTH,CANTON DE CHATSWORTH,42031,47619,Mainland,Terre ferme,4204,TOWNSHIP OF,CANTON DE,CHATSWORTH,CHATSWORTH,,COUNTY OF GREY,COMTÉ DE GREY,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3409,0,0
319585815,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF THE NORTH SHORE,CANTON DE THE NORTH SHORE,57040,80616,Islands,Îles,5740,TOWNSHIP OF,CANTON DE,THE NORTH SHORE,THE NORTH SHORE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3425,0,0
319586270,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF MONO,VILLE DE MONO,22012,43403,Mainland,Terre ferme,2212,TOWN OF,VILLE DE,MONO,MONO,,COUNTY OF DUFFERIN,COMTÉ DE DUFFERIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3441,0,0
319585840,Single Tier Municipality,Municipalités à palier unique,VILLAGE OF SUNDRIDGE,VILLAGE DE SUNDRIDGE,49048,86505,Mainland,Terre ferme,4948,VILLAGE OF,VILLAGE DE,SUNDRIDGE,SUNDRIDGE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3457,0,0
319585644,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF VAUGHAN,CITÉ DE VAUGHAN,19028,27101,Mainland,Terre ferme,1928,CITY OF,CITÉ DE,VAUGHAN,VAUGHAN,,REGIONAL MUNICIPALITY OF YORK,MUNICIPALITÉ RÉGIONALE DE YORK,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3473,0,0
319586037,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF ALFRED AND PLANTAGENET,CANTON D'ALFRED AND PLANTAGENET,2030,67612,Water,Eau,231,TOWNSHIP OF,CANTON DE,ALFRED AND PLANTAGENET,ALFRED AND PLANTAGENET,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3489,0,0
319586050,Single Tier Municipality,Municipalités à palier unique,CITY OF TEMISKAMING SHORES,CITÉ DE TEMISKAMING SHORES,54010,90101,Mainland,Terre ferme,5418,CITY OF,CITÉ DE,TEMISKAMING SHORES,TEMISKAMING SHORES,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3505,0,0
319586172,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF WARWICK,CANTON DE WARWICK,38040,54612,Mainland,Terre ferme,3841,TOWNSHIP OF,CANTON DE,WARWICK,WARWICK,,COUNTY OF LAMBTON,COMTÉ DE LAMBTON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3521,0,0
319585862,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF BAYHAM,MUNICIPALITÉ DE BAYHAM,34003,44609,Mainland,Terre ferme,3401,MUNICIPALITY OF,MUNICIPALITÉ DE,BAYHAM,BAYHAM,,COUNTY OF ELGIN,COMTÉ D'ELGIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3537,0,0
319586087,Lower Tier Municipality,Municipalités de palier inférieur,MUNICIPALITY OF HURON EAST,MUNICIPALITÉ DE HURON EAST,40015,52408,Mainland,Terre ferme,4040,MUNICIPALITY OF,MUNICIPALITÉ DE,HURON EAST,HURON EAST,,COUNTY OF HURON,COMTÉ DE HURON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3553,0,0
319586213,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF WAINFLEET,CANTON DE WAINFLEET,26014,18601,Mainland,Terre ferme,2714,TOWNSHIP OF,CANTON DE,WAINFLEET,WAINFLEET,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3569,0,0
319586030,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF TYENDINAGA,CANTON DE TYENDINAGA,12001,51618,Mainland,Terre ferme,1201,TOWNSHIP OF,CANTON DE,TYENDINAGA,TYENDINAGA,,COUNTY OF HASTINGS,COMTÉ DE HASTINGS,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3585,0,0
319586269,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF BRADFORD WEST GWILLIMBURY,VILLE DE BRADFORD WEST GWILLIMBURY,43013,70410,Mainland,Terre ferme,4312,TOWN OF,VILLE DE,BRADFORD WEST GWILLIMBURY,BRADFORD WEST GWILLIMBURY,,COUNTY OF SIMCOE,COMTÉ DE SIMCOE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3601,0,0
319586113,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF SOUTH-WEST OXFORD,CANTON DE SOUTH-WEST OXFORD,32011,37604,Mainland,Terre ferme,3211,TOWNSHIP OF,CANTON DE,SOUTH-WEST OXFORD,SOUTH-WEST OXFORD,,COUNTY OF OXFORD,COMTÉ D'OXFORD,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3617,0,0
319586011,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF HORTON,CANTON DE HORTON,47046,69613,Water,Eau,4746,TOWNSHIP OF,CANTON DE,HORTON,HORTON,,COUNTY OF RENFREW,COMTÉ DE RENFREW,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3633,0,0
319585633,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF HAWKESBURY,VILLE DE HAWKESBURY,2008,67401,Mainland,Terre ferme,208,TOWN OF,VILLE DE,HAWKESBURY,HAWKESBURY,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,COMTÉS UNIS DE PRESCOTT AND RUSSELL,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3649,0,0
319586200,Single Tier Municipality,Municipalités à palier unique,VILLAGE OF THORNLOE,VILLAGE DE THORNLOE,54038,90501,Mainland,Terre ferme,5438,VILLAGE OF,VILLAGE DE,THORNLOE,THORNLOE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3665,0,0
319586029,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF LAKE OF THE WOODS,CANTON DE LAKE OF THE WOODS,59045,87614,Mainland,Terre ferme,5946,TOWNSHIP OF,CANTON DE,LAKE OF THE WOODS,LAKE OF THE WOODS,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3681,0,0
319585991,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF SHELBURNE,VILLE DE SHELBURNE,22021,43402,Mainland,Terre ferme,2221,TOWN OF,VILLE DE,SHELBURNE,SHELBURNE,,COUNTY OF DUFFERIN,COMTÉ DE DUFFERIN,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3697,0,0
319586179,Single Tier Municipality,Municipalités à palier unique,TOWN OF SMOOTH ROCK FALLS,VILLE DE SMOOTH ROCK FALLS,56048,81406,Mainland,Terre ferme,5648,TOWN OF,VILLE DE,SMOOTH ROCK FALLS,SMOOTH ROCK FALLS,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3713,0,0
319585634,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF PELEE,CANTON DE PELEE,37001,45609,Mainland,Terre ferme,3701,TOWNSHIP OF,CANTON DE,PELEE,PELEE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3729,0,0
319585771,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF ADJALA-TOSORONTIO,CANTON D'ADJALA-TOSORONTIO,43002,70619,Mainland,Terre ferme,4301,TOWNSHIP OF,CANTON DE,ADJALA-TOSORONTIO,ADJALA-TOSORONTIO,,COUNTY OF SIMCOE,COMTÉ DE SIMCOE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3745,0,0
319585783,Lower Tier Municipality,Municipalités de palier inférieur,TOWN OF SOUTH BRUCE PENINSULA,VILLE DE SOUTH BRUCE PENINSULA,41053,41407,Mainland,Terre ferme,4102,TOWN OF,VILLE DE,SOUTH BRUCE PENINSULA,SOUTH BRUCE PENINSULA,,COUNTY OF BRUCE,COMTÉ DE BRUCE,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3761,0,0
319585883,Lower Tier Municipality,Municipalités de palier inférieur,TOWNSHIP OF LOYALIST,CANTON DE LOYALIST,11002,57612,Mainland,Terre ferme,1104,TOWNSHIP OF,CANTON DE,LOYALIST,LOYALIST,,COUNTY OF LENNOX AND ADDINGTON,COMTÉ DE LENNOX AND ADDINGTON,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3777,0,0
319585949,Single Tier Municipality,Municipalités à palier unique,CITY OF TEMISKAMING SHORES,CITÉ DE TEMISKAMING SHORES,54010,90101,Water,Eau,5418,CITY OF,CITÉ DE,TEMISKAMING SHORES,TEMISKAMING SHORES,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3793,0,0
319586262,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF THE ARCHIPELAGO,CANTON DE THE ARCHIPELAGO,49005,86621,Islands,Îles,4905,TOWNSHIP OF,CANTON DE,THE ARCHIPELAGO,THE ARCHIPELAGO,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3809,0,0
319585728,Single Tier Municipality,Municipalités à palier unique,TOWNSHIP OF BILLINGS,CANTON DE BILLINGS,51021,83603,Water,Eau,5121,TOWNSHIP OF,CANTON DE,BILLINGS,BILLINGS,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3825,0,0
319585777,Single Tier Municipality,Municipalités à palier unique,MUNICIPALITY OF SIOUX LOOKOUT,MUNICIPALITÉ DE SIOUX LOOKOUT,60034,82404,Mainland,Terre ferme,6034,MUNICIPALITY OF,MUNICIPALITÉ DE,SIOUX LOOKOUT,SIOUX LOOKOUT,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3841,0,0
319585887,Lower Tier Municipality,Municipalités de palier inférieur,CITY OF PORT COLBORNE,CITÉ DE PORT COLBORNE,26011,18102,Islands,Îles,2711,CITY OF,CITÉ DE,PORT COLBORNE,PORT COLBORNE,,REGIONAL MUNICIPALITY OF NIAGARA,MUNICIPALITÉ RÉGIONALE DE NIAGARA,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3857,0,0
319585789,Single Tier Municipality,Municipalités à palier unique,CITY OF PEMBROKE,CITÉ DE PEMBROKE,47064,69101,Islands,Îles,4764,CITY OF,CITÉ DE,PEMBROKE,PEMBROKE,,,,2024/02/15 10:26:33+00,2024/02/15 19:24:59+00,3873,0,0
